설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자	제공기관코드	제공기관명
서대문구 드림스타트센터	0	서울특별시	서대문구	복지센터등	LGU	Public WiFi FREE	Dec-15	서울특별시 서대문구 거북골로 195-1	서울특별시 서대문구 북가좌동 376-21	과기정통부	02-3140-8664	37.57816759	126.9090361	2020-01-01	3120000	서울특별시 서대문구
서대문구 드림스타트센터	0	서울특별시	서대문구	복지센터등	LGU	Public WiFi FREE	Dec-15	서울특별시 서대문구 거북골로 195-1	서울특별시 서대문구 북가좌동 376-21	과기정통부	02-3140-8664	37.57816759	126.9090361	2020-01-01	3120000	서울특별시 서대문구
서대문구 드림스타트센터	0	서울특별시	서대문구	복지센터등	LGU	Public WiFi FREE	Dec-15	서울특별시 서대문구 거북골로 195-1	서울특별시 서대문구 북가좌동 376-21	과기정통부	02-3140-8664	37.57816759	126.9090361	2020-01-01	3120000	서울특별시 서대문구
서대문장애인종합복지관	0	서울특별시	서대문구	복지센터등	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 북아현로 24	서울특별시 서대문구 북아현동 129-37	과기정통부	02-3140-8664	37.55947096	126.9570364	2020-01-01	3120000	서울특별시 서대문구
서대문장애인종합복지관	0	서울특별시	서대문구	복지센터등	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 북아현로 24	서울특별시 서대문구 북아현동 129-37	과기정통부	02-3140-8664	37.55947096	126.9570364	2020-01-01	3120000	서울특별시 서대문구
서대문장애인종합복지관	0	서울특별시	서대문구	복지센터등	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 북아현로 24	서울특별시 서대문구 북아현동 129-37	과기정통부	02-3140-8664	37.55947096	126.9570364	2020-01-01	3120000	서울특별시 서대문구
서대문장애인종합복지관	0	서울특별시	서대문구	복지센터등	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 북아현로 24	서울특별시 서대문구 북아현동 129-37	과기정통부	02-3140-8664	37.55947096	126.9570364	2020-01-01	3120000	서울특별시 서대문구
서대문장애인종합복지관	0	서울특별시	서대문구	복지센터등	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 북아현로 24	서울특별시 서대문구 북아현동 129-37	과기정통부	02-3140-8664	37.55947096	126.9570364	2020-01-01	3120000	서울특별시 서대문구
서대문체육회관	문화체육회관내	서울특별시	서대문구	문화관광	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 백련사길 39	서울특별시 서대문구 홍은동 산 26-155	과기정통부	02-3140-8664	37.58075973	126.9315574	2020-01-01	3120000	서울특별시 서대문구
서대문체육회관	문화체육회관내	서울특별시	서대문구	문화관광	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 백련사길 39	서울특별시 서대문구 홍은동 산 26-155	과기정통부	02-3140-8664	37.58075973	126.9315574	2020-01-01	3120000	서울특별시 서대문구
서대문체육회관	문화체육회관내	서울특별시	서대문구	문화관광	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 백련사길 39	서울특별시 서대문구 홍은동 산 26-155	과기정통부	02-3140-8664	37.58075973	126.9315574	2020-01-01	3120000	서울특별시 서대문구
서대문체육회관	문화체육회관내	서울특별시	서대문구	문화관광	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 백련사길 39	서울특별시 서대문구 홍은동 산 26-155	과기정통부	02-3140-8664	37.58075973	126.9315574	2020-01-01	3120000	서울특별시 서대문구
서대문체육회관	문화체육회관내	서울특별시	서대문구	문화관광	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 백련사길 39	서울특별시 서대문구 홍은동 산 26-155	과기정통부	02-3140-8664	37.58075973	126.9315574	2020-01-01	3120000	서울특별시 서대문구
서대문체육회관	문화체육회관내	서울특별시	서대문구	문화관광	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 백련사길 39	서울특별시 서대문구 홍은동 산 26-155	과기정통부	02-3140-8664	37.58075973	126.9315574	2020-01-01	3120000	서울특별시 서대문구
서대문체육회관	문화체육회관내	서울특별시	서대문구	문화관광	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 백련사길 39	서울특별시 서대문구 홍은동 산 26-155	과기정통부	02-3140-8664	37.58075973	126.9315574	2020-01-01	3120000	서울특별시 서대문구
서대문체육회관	문화체육회관내	서울특별시	서대문구	문화관광	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 백련사길 39	서울특별시 서대문구 홍은동 산 26-155	과기정통부	02-3140-8664	37.58075973	126.9315574	2020-01-01	3120000	서울특별시 서대문구
서대문체육회관	문화체육회관내	서울특별시	서대문구	문화관광	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 백련사길 39	서울특별시 서대문구 홍은동 산 26-155	과기정통부	02-3140-8664	37.58075973	126.9315574	2020-01-01	3120000	서울특별시 서대문구
서대문체육회관	문화체육회관내	서울특별시	서대문구	문화관광	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 백련사길 39	서울특별시 서대문구 홍은동 산 26-155	과기정통부	02-3140-8664	37.58075973	126.9315574	2020-01-01	3120000	서울특별시 서대문구
서대문체육회관	문화체육회관내	서울특별시	서대문구	문화관광	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 백련사길 39	서울특별시 서대문구 홍은동 산 26-155	과기정통부	02-3140-8664	37.58075973	126.9315574	2020-01-01	3120000	서울특별시 서대문구
구립서대문데이케어센터	0	서울특별시	서대문구	복지센터등	LGU	Public WiFi FREE	Dec-15	서울특별시 서대문구 홍지문2길 59	서울특별시 서대문구 홍은동 4	과기정통부	02-3140-8664	37.59828213	126.9559425	2020-01-01	3120000	서울특별시 서대문구
모래내시장	0	서울특별시	서대문구	전통시장	LGU	Public WiFi FREE	Dec-15	서울특별시 서대문구 수색로2길 20	서울특별시 서대문구 남가좌동 102-33	과기정통부	02-3140-8664	37.56971244	126.9161715	2020-01-01	3120000	서울특별시 서대문구
백련 어린이공원	0	서울특별시	서대문구	공원	LGU	Public WiFi FREE	Dec-15	서울특별시 서대문구 명지대길 42-7	서울특별시 서대문구 홍은동 421-25	과기정통부	02-3140-8664	37.58227358	126.9243244	2020-01-01	3120000	서울특별시 서대문구
하린어린이집	0	서울특별시	서대문구	복지센터등	LGU	Public WiFi FREE	Dec-15	서울특별시 서대문구 연희로11마길 52	서울특별시 서대문구 연희동 113-2	과기정통부	02-3140-8664	37.56961341	126.9259831	2020-01-01	3120000	서울특별시 서대문구
서대문구청	5층 전산교육장 내	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Feb-16	서울특별시 서대문구 연희로 248	서울특별시 서대문구 연희동 168-6	서대문구	02-3140-8664	37.57915463	126.9367592	2020-01-01	3120000	서울특별시 서대문구
서대문구청	3층 행정지원과	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	May-16	서울특별시 서대문구 연희로 248	서울특별시 서대문구 연희동 168-6	서대문구	02-3140-8664	37.57915463	126.9367592	2020-01-01	3120000	서울특별시 서대문구
서대문구청	3층 기획예산과	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	May-16	서울특별시 서대문구 연희로 248	서울특별시 서대문구 연희동 168-6	서대문구	02-3140-8664	37.57915463	126.9367592	2020-01-01	3120000	서울특별시 서대문구
음암보건지소	대기실	충청남도	서산시	관공서	SKT	Public WiFi Free	Oct-15	충청남도 서산시 음암면 도당로 26	충청남도 서산시 음암면 도당리 851-1	SKT	1899-4876	36.801898	126.519501	2020-07-01	4530000	충청남도 서산시
신촌일대	서04-414	서울특별시	서대문구	주요거리	LGU	PublicWiFi@Seoul	Dec-15	서울특별시 서대문구 명물길 62	서울특별시 서대문구 창천동 5-23	서울시	02-3140-8664	37.55883537	126.9396711	2020-01-01	3120000	서울특별시 서대문구
신촌일대	서04-416	서울특별시	서대문구	주요거리	LGU	PublicWiFi@Seoul	Dec-15	서울특별시 서대문구 명물길 12-6	서울특별시 서대문구 창천동 18-3	서울시	02-3140-8664	37.55726553	126.9377092	2020-01-01	3120000	서울특별시 서대문구
신촌일대	서04-416	서울특별시	서대문구	주요거리	LGU	PublicWiFi@Seoul	Dec-15	서울특별시 서대문구 명물길 12-6	서울특별시 서대문구 창천동 18-3	서울시	02-3140-8664	37.55726553	126.9377092	2020-01-01	3120000	서울특별시 서대문구
연남어린이공원	서11-201	서울특별시	서대문구	공원	서울시(LGU )	PublicWiFi@Seoul	Dec-15	서울특별시 서대문구 증가로8길 26	서울특별시 서대문구 남가좌동 326-11	서울시	02-3140-8664	37.57819624	126.9250687	2020-01-01	3120000	서울특별시 서대문구
연남어린이공원	서11-201	서울특별시	서대문구	공원	서울시(LGU )	PublicWiFi@Seoul	Dec-15	서울특별시 서대문구 증가로8길 26	서울특별시 서대문구 남가좌동 326-11	서울시	02-3140-8664	37.57819624	126.9250687	2020-01-01	3120000	서울특별시 서대문구
연서어린이공원	서05-203	서울특별시	서대문구	공원	LGU	PublicWiFi@Seoul	Dec-15	서울특별시 서대문구 홍제천로2길 111	서울특별시 서대문구 연희동 519-127	서울시	02-3140-8664	37.57224104	126.9235398	2020-01-01	3120000	서울특별시 서대문구
연서어린이공원	서05-203	서울특별시	서대문구	공원	LGU	PublicWiFi@Seoul	Dec-15	서울특별시 서대문구 홍제천로2길 111	서울특별시 서대문구 연희동 519-127	서울시	02-3140-8664	37.57224104	126.9235398	2020-01-01	3120000	서울특별시 서대문구
은가어린이공원	서14-202-2	서울특별시	서대문구	공원	LGU	PublicWiFi@Seoul	Dec-15	서울특별시 서대문구 증가로12나길 108	서울특별시 서대문구 북가좌동 3-228	서울시	02-3140-8664	37.58299418	126.9196659	2020-01-01	3120000	서울특별시 서대문구
은가어린이공원	서14-202-2	서울특별시	서대문구	공원	LGU	PublicWiFi@Seoul	Dec-15	서울특별시 서대문구 증가로12나길 108	서울특별시 서대문구 북가좌동 3-228	서울시	02-3140-8664	37.58299418	126.9196659	2020-01-01	3120000	서울특별시 서대문구
홍남어린이공원	서10-201	서울특별시	서대문구	공원	서울시(LGU )	PublicWiFi@Seoul	Dec-15	서울특별시 서대문구 증가로4길 72-15	서울특별시 서대문구 홍은동 405-5	서울시	02-3140-8664	37.57786529	126.9292655	2020-01-01	3120000	서울특별시 서대문구
홍남어린이공원	서10-201	서울특별시	서대문구	공원	서울시(LGU )	PublicWiFi@Seoul	Dec-15	서울특별시 서대문구 증가로4길 72-15	서울특별시 서대문구 홍은동 405-5	서울시	02-3140-8664	37.57786529	126.9292655	2020-01-01	3120000	서울특별시 서대문구
홍연어린이공원	IP주	서울특별시	서대문구	공원	서울시(LGU )	PublicWiFi@Seoul	Dec-15	서울특별시 서대문구 증가로10길 82-27	서울특별시 서대문구 홍은동 408-15	서울시	02-3140-8664	37.57994601	126.9267021	2020-01-01	3120000	서울특별시 서대문구
홍연어린이공원	IP주	서울특별시	서대문구	공원	서울시(LGU )	PublicWiFi@Seoul	Dec-15	서울특별시 서대문구 증가로10길 82-27	서울특별시 서대문구 홍은동 408-15	서울시	02-3140-8664	37.57994601	126.9267021	2020-01-01	3120000	서울특별시 서대문구
홍은종합사회복지관	0	서울특별시	서대문구	복지센터등	LGU	Public WiFi FREE	Dec-15	서울특별시 서대문구 세검정로1길 116	서울특별시 서대문구 홍은동 48-20	과기정통부	02-3140-8664	37.59539413	126.946431	2020-01-01	3120000	서울특별시 서대문구
홍은종합사회복지관	0	서울특별시	서대문구	복지센터등	LGU	Public WiFi FREE	Dec-15	서울특별시 서대문구 세검정로1길 116	서울특별시 서대문구 홍은동 48-20	과기정통부	02-3140-8664	37.59539413	126.946431	2020-01-01	3120000	서울특별시 서대문구
홍은종합사회복지관	0	서울특별시	서대문구	복지센터등	LGU	Public WiFi FREE	Dec-15	서울특별시 서대문구 세검정로1길 116	서울특별시 서대문구 홍은동 48-20	과기정통부	02-3140-8664	37.59539413	126.946431	2020-01-01	3120000	서울특별시 서대문구
홍은종합사회복지관	0	서울특별시	서대문구	복지센터등	LGU	Public WiFi FREE	Dec-15	서울특별시 서대문구 세검정로1길 116	서울특별시 서대문구 홍은동 48-20	과기정통부	02-3140-8664	37.59539413	126.946431	2020-01-01	3120000	서울특별시 서대문구
홍은종합사회복지관	0	서울특별시	서대문구	복지센터등	LGU	Public WiFi FREE	Dec-15	서울특별시 서대문구 세검정로1길 116	서울특별시 서대문구 홍은동 48-20	과기정통부	02-3140-8664	37.59539413	126.946431	2020-01-01	3120000	서울특별시 서대문구
홍제천	제1별 2층 필로티 홍제천방향	서울특별시	서대문구	공원	서울시(LGU )	PublicWiFi@Seoul	Dec-15	서울특별시 서대문구 연희로 262-20	서울특별시 서대문구 홍은동 429	서울시	02-3140-8664	37.58109748	126.9370056	2020-01-01	3120000	서울특별시 서대문구
홍제천	제1별 2층 필로티 홍제천방향	서울특별시	서대문구	공원	서울시(LGU )	PublicWiFi@Seoul	Dec-15	서울특별시 서대문구 연희로 262-20	서울특별시 서대문구 홍은동 429	서울시	02-3140-8664	37.58109748	126.9370056	2020-01-01	3120000	서울특별시 서대문구
다문화가족지원센터	0	서울특별시	서대문구	복지센터등	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 증가로 244	서울특별시 서대문구 북가좌동 333-5	과기정통부	02-3140-8664	37.58299306	126.9128774	2020-01-01	3120000	서울특별시 서대문구
다문화가족지원센터	0	서울특별시	서대문구	복지센터등	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 증가로 244	서울특별시 서대문구 북가좌동 333-5	과기정통부	02-3140-8664	37.58299306	126.9128774	2020-01-01	3120000	서울특별시 서대문구
다문화가족지원센터	0	서울특별시	서대문구	복지센터등	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 증가로 244	서울특별시 서대문구 북가좌동 333-5	과기정통부	02-3140-8664	37.58299306	126.9128774	2020-01-01	3120000	서울특별시 서대문구
북가좌2동 노인복지센터	0	서울특별시	서대문구	복지센터등	KT	Public WiFi FREE	Dec-15	서울특별시 서대문구 증가로20길 43	서울특별시 서대문구 북가좌동 5-106	과기정통부	02-3140-8664	37.58120413	126.9179051	2020-01-01	3120000	서울특별시 서대문구
